ID,prompt,URL firefly,URL midjourney,URL Dall.e 2,URL Glide,URL Stable Diffusion 1.*,URL Stable Diffusion 2.1,URL Stable Diffusion XL,URL Dall.e 3,N categories,N aes,cat 1,cat 2,cat 3,Aesthetic 1,Aesthetic 2,Aesthetic 3,"Scale (SD, Glide)",Temp (glide),md ver,md chaos,md raw,md stylize,md ar,,sd 1.x model,ff style 1,ff style 2,ff style 3,ff style 4,ff color,ff lighting,ff composition,ff aspectRatio,ff modelVersion,ff prompt text,ff command,sdxl res index,sd2 resolution,sdxl W,sdxl H,sd2/sdxl steps,sd2/sdxl sampler,sd2/sdxl guider,sd2/sdxl guider vanilla scale,sdxl use refiner,sdxl refiner steps,sdxl refiner sampler,sdxl refiner guider,sdxl refiner vanilla scale,sdxl refiner finish denoising
0710,"A vast, stalagmite-filled cave, pop-culture graffiti adorning the rocky walls, colorful lighting, shot from a low angle, capturing the immensity, long exposure.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/710.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/710.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/710.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/710.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/710.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/710.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/710.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/710.png,1,1,<Caves and underground formations> ,,,<Pop culture-inspired> ,,,5.264921916,0.998,5.1,0,FALSE,146,11093:10000,#REF!,1-1,,,,,,golden_hour,,landscape,1,A+vast%2C+stalagmite-filled+cave%2C+pop-culture+graffiti+adorning+the+rocky+walls%2C+colorful+lighting%2C+shot+from+a+low+angle%2C+capturing+the+immensity%2C+long+exposure.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+vast%2C+stalagmite-filled+cave%2C+pop-culture+graffiti+adorning+the+rocky+walls%2C+colorful+lighting%2C+shot+from+a+low+angle%2C+capturing+the+immensity%2C+long+exposure.&modelVersion=v1&aspectRatio=landscape&style=golden_hour,20,768,1344,704,33,DPMPP2MSampler,VanillaCFG,3.524012579,TRUE,40,EulerAncestralSampler,VanillaCFG,0.5,FALSE
0711,"A close-up of a raindrop hitting a leaf, spray captured mid-air, edgy mood, grey sky background, high-speed shutter, freezing the action, desaturated tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/711.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/711.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/711.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/711.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/711.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/711.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/711.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/711.png,1,1,"<Photos of raindrops (on leaves, flowers, twigs, etc)> ",,,<Edgy> ,,,7.614035956,0.995,5.1,83,FALSE,6,16823:10000,#REF!,1-4,,,,,,,shot_from_below,widescreen,2,A+close-up+of+a+raindrop+hitting+a+leaf%2C+spray+captured+mid-air%2C+edgy+mood%2C+grey+sky+background%2C+high-speed+shutter%2C+freezing+the+action%2C+desaturated+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+close-up+of+a+raindrop+hitting+a+leaf%2C+spray+captured+mid-air%2C+edgy+mood%2C+grey+sky+background%2C+high-speed+shutter%2C+freezing+the+action%2C+desaturated+tones.&modelVersion=v2&aspectRatio=widescreen&style=shot_from_below,7,768,896,1152,35,DPMPP2MSampler,VanillaCFG,0.5,TRUE,37,LinearMultistepSampler,VanillaCFG,5.979625866,FALSE
0712,"A treehouse perched on a waterfall, a woman in a traditional Japanese kimono posing on the balcony, serene atmosphere, shot from across the water, soft sunlight, pastel colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/712.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/712.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/712.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/712.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/712.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/712.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/712.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/712.png,3,1,<Photos of treehouses or unusual homes> ,<Waterfalls> ,<People in costume or traditional dress> ,<Serene> ,,,7.972387022,0.998,5.2,0,FALSE,100,5753:5000,#REF!,1-1,fur,misty,psychedelic,,cool_colors,backlighting,narrow_dof,square,2,A+treehouse+perched+on+a+waterfall%2C+a+woman+in+a+traditional+Japanese+kimono+posing+on+the+balcony%2C+serene+atmosphere%2C+shot+from+across+the+water%2C+soft+sunlight%2C+pastel+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+treehouse+perched+on+a+waterfall%2C+a+woman+in+a+traditional+Japanese+kimono+posing+on+the+balcony%2C+serene+atmosphere%2C+shot+from+across+the+water%2C+soft+sunlight%2C+pastel+colours.&modelVersion=v2&aspectRatio=square&style=fur&style=misty&style=psychedelic&style=cool_colors&style=backlighting&style=narrow_dof,18,512,1280,768,36,DPMPP2SAncestralSampler,VanillaCFG,5.268243427,FALSE,,,,,
0713,"An empty modern art gallery, paintings scattered around, a lone visitor in the far corner, wide angle shot, harsh lighting, eclectic style, vibrant colour palette.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/713.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/713.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/713.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/713.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/713.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/713.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/713.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/713.png,1,1,<Photos in museums or art galleries> ,,,<Eclectic> ,,,5.463739386,0.997,5.2,36,TRUE,30,10000:16787,#REF!,1-3,steampunk,claymation,,,,,wide_angle,portrait,1,An+empty+modern+art+gallery%2C+paintings+scattered+around%2C+a+lone+visitor+in+the+far+corner%2C+wide+angle+shot%2C+harsh+lighting%2C+eclectic+style%2C+vibrant+colour+palette.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+empty+modern+art+gallery%2C+paintings+scattered+around%2C+a+lone+visitor+in+the+far+corner%2C+wide+angle+shot%2C+harsh+lighting%2C+eclectic+style%2C+vibrant+colour+palette.&modelVersion=v1&aspectRatio=portrait&style=steampunk&style=claymation&style=wide_angle,15,512,1152,896,39,EulerAncestralSampler,IdentityGuider,,TRUE,41,EulerEDMSampler,IdentityGuider,,TRUE
0714,"A street food vendor cooking at his small stall, customers lining up, documentary-style, street aesthetic, evening time, warm, golden lighting, bustling atmosphere.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/714.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/714.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/714.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/714.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/714.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/714.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/714.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/714.png,1,1,<Documentary-style photos of people at work> ,,,<street> ,,,5.620460502,0.998,5,74,FALSE,16,10000:17031,#REF!,1-4,maximalism,,,,,,closeup,square,1,A+street+food+vendor+cooking+at+his+small+stall%2C+customers+lining+up%2C+documentary-style%2C+street+aesthetic%2C+evening+time%2C+warm%2C+golden+lighting%2C+bustling+atmosphere.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+street+food+vendor+cooking+at+his+small+stall%2C+customers+lining+up%2C+documentary-style%2C+street+aesthetic%2C+evening+time%2C+warm%2C+golden+lighting%2C+bustling+atmosphere.&modelVersion=v1&aspectRatio=square&style=maximalism&style=closeup,2,768,704,1344,39,LinearMultistepSampler,VanillaCFG,5.936603754,FALSE,,,,,
0715,"A rusty tunnel, algae-covered walls, shimmering mineral deposits, long-exposure shot, edgy aesthetic, capturing the echoes of a forgotten era, cool and moody colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/715.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/715.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/715.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/715.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/715.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/715.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/715.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/715.png,3,1,<Photos of bridges or tunnels> ,<Mineral and gem close-ups or macro photography of minerals and gems> ,"<Photos of moss or lichen (in caves, forests, or other natural habitats, or on buildings)> ",<Edgy> ,,,5.079603196,1,5,0,FALSE,133,10000:17143,#REF!,1-1,science_fiction,,,,cool_colors,,macrophotography,widescreen,1,A+rusty+tunnel%2C+algae-covered+walls%2C+shimmering+mineral+deposits%2C+long-exposure+shot%2C+edgy+aesthetic%2C+capturing+the+echoes+of+a+forgotten+era%2C+cool+and+moody+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+rusty+tunnel%2C+algae-covered+walls%2C+shimmering+mineral+deposits%2C+long-exposure+shot%2C+edgy+aesthetic%2C+capturing+the+echoes+of+a+forgotten+era%2C+cool+and+moody+colours.&modelVersion=v1&aspectRatio=widescreen&style=science_fiction&style=cool_colors&style=macrophotography,24,768,1600,640,36,DPMPP2MSampler,IdentityGuider,,FALSE,,,,,
0716,"A small child making a snow angel, footprints leading away, soft light filtering through frosty twigs, shot from above, pastel shades, serene and joyful atmosphere.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/716.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/716.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/716.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/716.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/716.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/716.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/716.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/716.png,3,0,"<Photos of footprints in sand, snow, etc> ",<Children playing outdoors> ,"<Photos of raindrops (on leaves, flowers, twigs, etc)> ",,,,5.698844633,0.996,5,0,FALSE,100,2000:1971,#REF!,1-1,,,,,,,,landscape,1,A+small+child+making+a+snow+angel%2C+footprints+leading+away%2C+soft+light+filtering+through+frosty+twigs%2C+shot+from+above%2C+pastel+shades%2C+serene+and+joyful+atmosphere.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+small+child+making+a+snow+angel%2C+footprints+leading+away%2C+soft+light+filtering+through+frosty+twigs%2C+shot+from+above%2C+pastel+shades%2C+serene+and+joyful+atmosphere.&modelVersion=v1&aspectRatio=landscape,1,768,704,1408,47,LinearMultistepSampler,IdentityGuider,,TRUE,38,EulerAncestralSampler,VanillaCFG,1.337350738,FALSE
0717,"An ocean shore with waves crashing, wildflowers in the foreground, flowercore aesthetic, evening light, soft and pastel colours, shot from a low angle, dreamy mood.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/717.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/717.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/717.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/717.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/717.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/717.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/717.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/717.png,1,1,<Beach landscapes> ,,,<flowercore> ,,,3.470575985,0.995,5,6,FALSE,100,500:499,#REF!,1-1,,,,,bw,,macrophotography,widescreen,2,An+ocean+shore+with+waves+crashing%2C+wildflowers+in+the+foreground%2C+flowercore+aesthetic%2C+evening+light%2C+soft+and+pastel+colours%2C+shot+from+a+low+angle%2C+dreamy+mood.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+ocean+shore+with+waves+crashing%2C+wildflowers+in+the+foreground%2C+flowercore+aesthetic%2C+evening+light%2C+soft+and+pastel+colours%2C+shot+from+a+low+angle%2C+dreamy+mood.&modelVersion=v2&aspectRatio=widescreen&style=bw&style=macrophotography,24,768,1600,640,31,EulerAncestralSampler,VanillaCFG,4.750766239,TRUE,36,DPMPP2MSampler,VanillaCFG,3.736900118,TRUE
0718,"An old windmill shot through a car window, cityscape in the background, blur effect, urban cinematic aesthetic, vintage film grain effect, overcast sky.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/718.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/718.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/718.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/718.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/718.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/718.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/718.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/718.png,2,2,<Photos of windmills or watermills> ,"<Photos taken from moving cars, trains, buses or airplanes> ",,<Urban> ,<cinematic> ,,4.054547691,0.999,5.1,0,TRUE,6,10000:14787,#REF!,1-3,,,,,muted,,wide_angle,landscape,1,An+old+windmill+shot+through+a+car+window%2C+cityscape+in+the+background%2C+blur+effect%2C+urban+cinematic+aesthetic%2C+vintage+film+grain+effect%2C+overcast+sky.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+old+windmill+shot+through+a+car+window%2C+cityscape+in+the+background%2C+blur+effect%2C+urban+cinematic+aesthetic%2C+vintage+film+grain+effect%2C+overcast+sky.&modelVersion=v1&aspectRatio=landscape&style=muted&style=wide_angle,11,768,1024,1024,38,EulerEDMSampler,VanillaCFG,0.8695141499,TRUE,39,LinearMultistepSampler,VanillaCFG,5.979672431,TRUE
0719,"A male model sporting a clean-cut, modern farm-style outfit, posing in a barn, wide-brim hat, a candid shot, soft, diffused lighting, muted, earthy colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/719.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/719.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/719.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/719.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/719.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/719.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/719.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/719.png,1,1,<Fashion photos> ,,,<Modern farmhouse> ,,,5.325111883,0.997,5,93,FALSE,20,8669:10000,#REF!,1-4,kitschy,isometric,,,,,,square,2,A+male+model+sporting+a+clean-cut%2C+modern+farm-style+outfit%2C+posing+in+a+barn%2C+wide-brim+hat%2C+a+candid+shot%2C+soft%2C+diffused+lighting%2C+muted%2C+earthy+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+male+model+sporting+a+clean-cut%2C+modern+farm-style+outfit%2C+posing+in+a+barn%2C+wide-brim+hat%2C+a+candid+shot%2C+soft%2C+diffused+lighting%2C+muted%2C+earthy+colours.&modelVersion=v2&aspectRatio=square&style=kitschy&style=isometric,12,768,1024,960,39,DPMPP2SAncestralSampler,VanillaCFG,4.570579114,FALSE,,,,,
0720,"A crowd at an outdoor music concert, stage lights painting colourful streaks in the air, shot from the stage, capturing the emotion, vibrant, energetic atmosphere.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/720.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/720.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/720.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/720.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/720.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/720.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/720.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/720.png,1,0,<Concerts or music events> ,,,,,,6.645355295,0.997,5.2,30,TRUE,40,10000:8193,#REF!,1-4,product_photo,claymation,,,,,,portrait,2,A+crowd+at+an+outdoor+music+concert%2C+stage+lights+painting+colourful+streaks+in+the+air%2C+shot+from+the+stage%2C+capturing+the+emotion%2C+vibrant%2C+energetic+atmosphere.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+crowd+at+an+outdoor+music+concert%2C+stage+lights+painting+colourful+streaks+in+the+air%2C+shot+from+the+stage%2C+capturing+the+emotion%2C+vibrant%2C+energetic+atmosphere.&modelVersion=v2&aspectRatio=portrait&style=product_photo&style=claymation,9,768,960,1088,35,LinearMultistepSampler,VanillaCFG,4.560866633,TRUE,38,EulerEDMSampler,IdentityGuider,,TRUE
0721,"An ancient cathedral, towering, intricate stonework, a stark contrast to the bustling city around, shot from below, diffused sunlight, vibrant colours, grand perspective.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/721.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/721.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/721.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/721.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/721.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/721.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/721.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/721.png,1,0,"<Historic buildings, national monuments, religious monuments> ",,,,,,5.48762737,0.997,5.1,0,FALSE,100,2359:2000,#REF!,1-1,marble_sculpture,,,,bw,,,portrait,2,An+ancient+cathedral%2C+towering%2C+intricate+stonework%2C+a+stark+contrast+to+the+bustling+city+around%2C+shot+from+below%2C+diffused+sunlight%2C+vibrant+colours%2C+grand+perspective.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+ancient+cathedral%2C+towering%2C+intricate+stonework%2C+a+stark+contrast+to+the+bustling+city+around%2C+shot+from+below%2C+diffused+sunlight%2C+vibrant+colours%2C+grand+perspective.&modelVersion=v2&aspectRatio=portrait&style=marble_sculpture&style=bw,10,768,960,1024,39,EulerAncestralSampler,VanillaCFG,6.862044265,TRUE,42,DPMPP2MSampler,VanillaCFG,2.912998713,TRUE
0722,"An ancient cathedral, decked with neon graffiti, chaotic pop-culture posters, shot from a low angle, colorful and lively, contrast between old and new, twilight glow.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/722.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/722.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/722.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/722.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/722.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/722.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/722.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/722.png,1,2,"<Historic buildings, national monuments, religious monuments> ",,,<Pop-culture kitsch> ,<chaotic> ,,5.736230588,0.998,5,94,FALSE,100,10000:16503,#REF!,1-4,,,,,muted,studio_light,,square,1,An+ancient+cathedral%2C+decked+with+neon+graffiti%2C+chaotic+pop-culture+posters%2C+shot+from+a+low+angle%2C+colorful+and+lively%2C+contrast+between+old+and+new%2C+twilight+glow.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+ancient+cathedral%2C+decked+with+neon+graffiti%2C+chaotic+pop-culture+posters%2C+shot+from+a+low+angle%2C+colorful+and+lively%2C+contrast+between+old+and+new%2C+twilight+glow.&modelVersion=v1&aspectRatio=square&style=muted&style=studio_light,25,768,1664,576,47,HeunEDMSampler,VanillaCFG,5.035207101,TRUE,42,HeunEDMSampler,IdentityGuider,,TRUE
0723,"A vineyard at sunset, rows of grapes glowing in the warm light, a peaceful, romantic scene, soft-focus in the distance, vivid purple and green tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/723.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/723.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/723.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/723.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/723.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/723.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/723.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/723.png,1,0,<Photos of vineyards or orchards> ,,,,,,5.198868484,0.995,5,69,FALSE,94,3847:5000,#REF!,1-2,,,,,,,,portrait,2,A+vineyard+at+sunset%2C+rows+of+grapes+glowing+in+the+warm+light%2C+a+peaceful%2C+romantic+scene%2C+soft-focus+in+the+distance%2C+vivid+purple+and+green+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+vineyard+at+sunset%2C+rows+of+grapes+glowing+in+the+warm+light%2C+a+peaceful%2C+romantic+scene%2C+soft-focus+in+the+distance%2C+vivid+purple+and+green+tones.&modelVersion=v2&aspectRatio=portrait,1,768,704,1408,45,EulerAncestralSampler,IdentityGuider,,TRUE,38,DPMPP2SAncestralSampler,IdentityGuider,,TRUE
0724,"A rugged mountain range under a stormy sky, grunge aesthetic, dark, moody colours, a wide-angle shot, capturing the rough textures and grand scale.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/724.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/724.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/724.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/724.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/724.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/724.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/724.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/724.png,1,2,<Mountain ranges> ,,,<Grunge> ,<dark and moody> ,,5.145401654,0.999,5.2,96,TRUE,15,10000:17197,#REF!,1-4,claymation,kitschy,,,,,macrophotography,portrait,1,A+rugged+mountain+range+under+a+stormy+sky%2C+grunge+aesthetic%2C+dark%2C+moody+colours%2C+a+wide-angle+shot%2C+capturing+the+rough+textures+and+grand+scale.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+rugged+mountain+range+under+a+stormy+sky%2C+grunge+aesthetic%2C+dark%2C+moody+colours%2C+a+wide-angle+shot%2C+capturing+the+rough+textures+and+grand+scale.&modelVersion=v1&aspectRatio=portrait&style=claymation&style=kitschy&style=macrophotography,3,768,768,1344,38,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,39,HeunEDMSampler,VanillaCFG,0.5,TRUE
0725,"A baker kneading dough in a rustic bakery, located amidst an apple orchard, documentary-style, natural lighting, a candid shot, warm and homely atmosphere.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/725.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/725.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/725.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/725.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/725.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/725.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/725.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/725.png,2,0,<Documentary-style photos of people at work> ,<Photos of vineyards or orchards> ,,,,,5.364697366,0.999,5.1,0,FALSE,100,1158:625,#REF!,1-2,divine,isometric,,,vibrant_colors,,,landscape,1,A+baker+kneading+dough+in+a+rustic+bakery%2C+located+amidst+an+apple+orchard%2C+documentary-style%2C+natural+lighting%2C+a+candid+shot%2C+warm+and+homely+atmosphere.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+baker+kneading+dough+in+a+rustic+bakery%2C+located+amidst+an+apple+orchard%2C+documentary-style%2C+natural+lighting%2C+a+candid+shot%2C+warm+and+homely+atmosphere.&modelVersion=v1&aspectRatio=landscape&style=divine&style=isometric&style=vibrant_colors,19,512,1344,768,39,EulerAncestralSampler,VanillaCFG,6.533660068,FALSE,,,,,
